entity_id,dimension,semantic_key,value,coordinate,lens_id,translator_version
criterion:9158,how,source_url,https://www.criterion.com/current/posts/9158-lumiere-le-cinema-a-conversation-with-thierry-fremaux,HOW|source_url|https://www.criterion.com/current/posts/9158-lumiere-le-cinema-a-conversation-with-thierry-fremaux,web_declaration_v1,1.0.0
criterion:9158,how,harvest_path,rss+og,HOW|harvest_path|rss+og,web_declaration_v1,1.0.0
criterion:9158,how,metadata_model,Criterion RSS + Open Graph,HOW|metadata_model|Criterion RSS + Open Graph,web_declaration_v1,1.0.0
criterion:9161,how,source_url,https://www.criterion.com/current/posts/9161-fresh-kill-fluid-transmission,HOW|source_url|https://www.criterion.com/current/posts/9161-fresh-kill-fluid-transmission,web_declaration_v1,1.0.0
criterion:9161,how,harvest_path,rss+og,HOW|harvest_path|rss+og,web_declaration_v1,1.0.0
criterion:9161,how,metadata_model,Criterion RSS + Open Graph,HOW|metadata_model|Criterion RSS + Open Graph,web_declaration_v1,1.0.0
criterion:9160,how,source_url,https://www.criterion.com/current/posts/9160-body-heat-the-trap-you-set-for-yourself,HOW|source_url|https://www.criterion.com/current/posts/9160-body-heat-the-trap-you-set-for-yourself,web_declaration_v1,1.0.0
criterion:9160,how,harvest_path,rss+og,HOW|harvest_path|rss+og,web_declaration_v1,1.0.0
criterion:9160,how,metadata_model,Criterion RSS + Open Graph,HOW|metadata_model|Criterion RSS + Open Graph,web_declaration_v1,1.0.0
criterion:9155,how,source_url,https://www.criterion.com/current/posts/9155-the-criterion-channel-s-june-2026-lineup,HOW|source_url|https://www.criterion.com/current/posts/9155-the-criterion-channel-s-june-2026-lineup,web_declaration_v1,1.0.0
criterion:9155,how,harvest_path,rss+og,HOW|harvest_path|rss+og,web_declaration_v1,1.0.0
criterion:9155,how,metadata_model,Criterion RSS + Open Graph,HOW|metadata_model|Criterion RSS + Open Graph,web_declaration_v1,1.0.0
criterion:9154,how,source_url,https://www.criterion.com/current/posts/9154-the-delta-across-the-lines,HOW|source_url|https://www.criterion.com/current/posts/9154-the-delta-across-the-lines,web_declaration_v1,1.0.0
criterion:9154,how,harvest_path,rss+og,HOW|harvest_path|rss+og,web_declaration_v1,1.0.0
criterion:9154,how,metadata_model,Criterion RSS + Open Graph,HOW|metadata_model|Criterion RSS + Open Graph,web_declaration_v1,1.0.0
